"country_name","genres","n"
"Bulgaria","War",3
"Bulgaria","Western",5
"Bulgaria","\N",5
"Canada","Action",175
"Canada","Adult",3
"Canada","Adventure",111
"Canada","Animation",50
"Canada","Biography",22
"Canada","Comedy",168
"Canada","Crime",153
"Canada","Documentary",31
"Canada","Drama",297
"Canada","Family",16
"Canada","Fantasy",28
"Canada","Film-Noir",1
"Canada","Game-Show",7
"Canada","History",5
"Canada","Horror",29
"Canada","Music",4
"Canada","Musical",1
"Canada","Mystery",61
"Canada","Reality-TV",22
"Canada","Romance",73
"Canada","Sci-Fi",35
"Canada","Sport",8
"Canada","Talk-Show",9
"Canada","Thriller",69
"Canada","War",6
"Canada","Western",2
"Canada","\N",7
"Chile","Action",129
"Chile","Adult",3
"Chile","Adventure",117
"Chile","Animation",69
"Chile","Biography",3
"Chile","Comedy",197
"Chile","Crime",97
"Chile","Documentary",21
"Chile","Drama",322
"Chile","Family",20
"Chile","Fantasy",21
"Chile","History",2
"Chile","Horror",23
"Chile","Music",42
"Chile","Mystery",40
"Chile","Reality-TV",2
"Chile","Romance",116
"Chile","Sci-Fi",22
"Chile","Sport",6
"Chile","Talk-Show",9
"Chile","Thriller",62
"Chile","War",3
"Chile","Western",5
"Chile","\N",5
"Colombia","Action",142
"Colombia","Adult",2
"Colombia","Adventure",112
"Colombia","Animation",56
"Colombia","Biography",3
"Colombia","Comedy",195
"Colombia","Crime",109
"Colombia","Documentary",40
"Colombia","Drama",282
"Colombia","Family",20
"Colombia","Fantasy",23
"Colombia","Horror",22
"Colombia","Music",19
"Colombia","Musical",5
"Colombia","Mystery",41
"Colombia","Reality-TV",3
"Colombia","Romance",107
"Colombia","Sci-Fi",18
"Colombia","Sport",5
"Colombia","Talk-Show",7
"Colombia","Thriller",74
"Colombia","War",2
"Colombia","Western",5
"Colombia","\N",4
"Costa Rica","Action",119
"Costa Rica","Adult",2
"Costa Rica","Adventure",103
"Costa Rica","Animation",55
"Costa Rica","Biography",4
"Costa Rica","Comedy",203
"Costa Rica","Crime",96
"Costa Rica","Documentary",26
"Costa Rica","Drama",318
"Costa Rica","Family",21
"Costa Rica","Fantasy",21
"Costa Rica","Game-Show",1
"Costa Rica","Horror",22
"Costa Rica","Music",34
"Costa Rica","Musical",1
"Costa Rica","Mystery",37
"Costa Rica","Reality-TV",4
"Costa Rica","Romance",129
"Costa Rica","Sci-Fi",19
"Costa Rica","Sport",8
"Costa Rica","Talk-Show",7
"Costa Rica","Thriller",68
"Costa Rica","War",2
"Costa Rica","Western",4
"Costa Rica","\N",6
"Croatia","Action",162
"Croatia","Adult",3
"Croatia","Adventure",116
"Croatia","Animation",51
"Croatia","Biography",7
"Croatia","Comedy",208
"Croatia","Crime",133
"Croatia","Documentary",39
"Croatia","Drama",292
"Croatia","Family",30
"Croatia","Fantasy",25
"Croatia","Game-Show",10
"Croatia","History",2
"Croatia","Horror",14
"Croatia","Music",8
"Croatia","Mystery",43
"Croatia","Reality-TV",14
"Croatia","Romance",89
"Croatia","Sci-Fi",21
"Croatia","Sport",13
"Croatia","Talk-Show",12
"Croatia","Thriller",66
"Croatia","War",4
"Croatia","Western",5
"Croatia","\N",4
"Cyprus","Action",199
"Cyprus","Adult",3
"Cyprus","Adventure",139
"Cyprus","Animation",45
"Cyprus","Biography",5
"Cyprus","Comedy",186
"Cyprus","Crime",127
"Cyprus","Documentary",27
"Cyprus","Drama",331
"Cyprus","Family",32
"Cyprus","Fantasy",27
"Cyprus","Game-Show",8
"Cyprus","History",3
"Cyprus","Horror",17
"Cyprus","Music",5
"Cyprus","Musical",1
"Cyprus","Mystery",48
"Cyprus","Reality-TV",12
"Cyprus","Romance",85
"Cyprus","Sci-Fi",51
"Cyprus","Sport",9
"Cyprus","Talk-Show",11
"Cyprus","Thriller",59
"Cyprus","War",5
"Cyprus","Western",1
"Cyprus","\N",3
"Czech Republic","Action",194
"Czech Republic","Adult",7
"Czech Republic","Adventure",152
"Czech Republic","Animation",81
"Czech Republic","Biography",12
"Czech Republic","Comedy",187
"Czech Republic","Crime",132
"Czech Republic","Documentary",33
"Czech Republic","Drama",295
"Czech Republic","Family",26
"Czech Republic","Fantasy",48
"Czech Republic","Game-Show",12
"Czech Republic","History",4
"Czech Republic","Horror",25
"Czech Republic","Music",4
"Czech Republic","Mystery",55
"Czech Republic","Reality-TV",16
"Czech Republic","Romance",67
"Czech Republic","Sci-Fi",18
"Czech Republic","Sport",11
"Czech Republic","Talk-Show",10
"Czech Republic","Thriller",49
"Czech Republic","War",3
"Czech Republic","Western",4
"Denmark","Action",179
"Denmark","Adult",2
"Denmark","Adventure",124
"Denmark","Animation",55
"Denmark","Biography",16
"Denmark","Comedy",183
"Denmark","Crime",141
"Denmark","Documentary",33
"Denmark","Drama",314
"Denmark","Family",21
"Denmark","Fantasy",40
"Denmark","Game-Show",9
"Denmark","History",7
"Denmark","Horror",22
"Denmark","Music",5
"Denmark","Mystery",48
"Denmark","Reality-TV",21
"Denmark","Romance",87
"Denmark","Sci-Fi",25
"Denmark","Sport",10
"Denmark","Talk-Show",7
"Denmark","Thriller",58
"Denmark","War",10
"Denmark","Western",11
"Denmark","\N",3
"Dominican Republic","Action",172
"Dominican Republic","Adult",3
"Dominican Republic","Adventure",112
"Dominican Republic","Animation",46
"Dominican Republic","Biography",3
"Dominican Republic","Comedy",154
"Dominican Republic","Crime",119
"Dominican Republic","Documentary",17
"Dominican Republic","Drama",284
"Dominican Republic","Family",19
"Dominican Republic","Fantasy",31
"Dominican Republic","Game-Show",2
"Dominican Republic","History",1
"Dominican Republic","Horror",24
"Dominican Republic","Music",34
"Dominican Republic","Musical",2
"Dominican Republic","Mystery",37
"Dominican Republic","Reality-TV",3
"Dominican Republic","Romance",82
"Dominican Republic","Sci-Fi",23
"Dominican Republic","Sport",7
"Dominican Republic","Talk-Show",5
"Dominican Republic","Thriller",76
"Dominican Republic","War",2
"Dominican Republic","Western",5
"Dominican Republic","\N",4
"Ecuador","Action",141
"Ecuador","Adult",3
"Ecuador","Adventure",119
"Ecuador","Animation",65
"Ecuador","Biography",1
"Ecuador","Comedy",205
"Ecuador","Crime",88
"Ecuador","Documentary",19
"Ecuador","Drama",268
"Ecuador","Family",16
"Ecuador","Fantasy",25
"Ecuador","Horror",23
"Ecuador","Music",35
"Ecuador","Musical",2
"Ecuador","Mystery",34
"Ecuador","Reality-TV",3
"Ecuador","Romance",98
"Ecuador","Sci-Fi",23
"Ecuador","Sport",7
"Ecuador","Talk-Show",5
"Ecuador","Thriller",64
"Ecuador","War",2
"Ecuador","Western",3
"Ecuador","\N",3
"Egypt","Action",183
"Egypt","Adult",5
"Egypt","Adventure",112
"Egypt","Animation",31
"Egypt","Biography",9
"Egypt","Comedy",162
"Egypt","Crime",113
"Egypt","Documentary",18
"Egypt","Drama",336
"Egypt","Family",17
"Egypt","Fantasy",38
"Egypt","Game-Show",4
"Egypt","History",5
"Egypt","Horror",27
"Egypt","Music",4
"Egypt","Musical",1
"Egypt","Mystery",43
"Egypt","Reality-TV",6
"Egypt","Romance",96
"Egypt","Sci-Fi",33
"Egypt","Sport",3
"Egypt","Talk-Show",12
"Egypt","Thriller",70
"Egypt","War",3
"Egypt","Western",2
"Egypt","\N",3
"El Salvador","Action",134
"El Salvador","Adult",2
"El Salvador","Adventure",107
"El Salvador","Animation",60
"El Salvador","Biography",1
"El Salvador","Comedy",188
"El Salvador","Crime",102
"El Salvador","Documentary",20
"El Salvador","Drama",288
"El Salvador","Family",14
"El Salvador","Fantasy",20
"El Salvador","Horror",19
"El Salvador","Music",32
"El Salvador","Musical",1
"El Salvador","Mystery",35
"El Salvador","Reality-TV",2
"El Salvador","Romance",105
"El Salvador","Sci-Fi",22
"El Salvador","Sport",8
"El Salvador","Talk-Show",5
"El Salvador","Thriller",63
"El Salvador","War",2
"El Salvador","Western",3
"El Salvador","\N",6
"Estonia","Action",185
"Estonia","Adult",3
"Estonia","Adventure",127
"Estonia","Animation",51
"Estonia","Biography",10
"Estonia","Comedy",203
"Estonia","Crime",112
"Estonia","Documentary",22
"Estonia","Drama",277
"Estonia","Family",24
"Estonia","Fantasy",38
"Estonia","Game-Show",8
"Estonia","Horror",24
"Estonia","Music",4
"Estonia","Musical",1
"Estonia","Mystery",56
"Estonia","Reality-TV",15
"Estonia","Romance",82
"Estonia","Sci-Fi",57
"Estonia","Sport",8
"Estonia","Talk-Show",6
"Estonia","Thriller",55
"Estonia","War",3
"Estonia","Western",5
"Estonia","\N",5
"Finland","Action",190
"Finland","Adult",3
"Finland","Adventure",118
"Finland","Animation",55
"Finland","Biography",13
"Finland","Comedy",180
"Finland","Crime",145
"Finland","Documentary",28
"Finland","Drama",329
"Finland","Family",21
"Finland","Fantasy",36
"Finland","Game-Show",7
"Finland","History",3
"Finland","Horror",24
"Finland","Music",4
"Finland","Musical",2
"Finland","Mystery",48
"Finland","Reality-TV",11
"Finland","Romance",75
"Finland","Sci-Fi",29
"Finland","Sport",9
"Finland","Talk-Show",9
"Finland","Thriller",60
"Finland","War",10
"Finland","Western",9
"Finland","\N",3
"France","Action",201
"France","Adult",4
"France","Adventure",136
"France","Animation",46
"France","Biography",6
"France","Comedy",163
"France","Crime",145
"France","Documentary",24
"France","Drama",330
"France","Family",16
"France","Fantasy",57
"France","Game-Show",3
"France","History",2
"France","Horror",34
"France","Music",23
"France","Mystery",46
"France","Reality-TV",5
"France","Romance",77
"France","Sci-Fi",39
"France","Sport",9
"France","Talk-Show",9
"France","Thriller",76
"France","War",4
"France","Western",5
"France","\N",3
"Germany","Action",206
"Germany","Adult",2
"Germany","Adventure",155
"Germany","Animation",49
"Germany","Biography",12
"Germany","Comedy",180
"Germany","Crime",151
"Germany","Documentary",25
"Germany","Drama",317
"Germany","Family",55
"Germany","Fantasy",63
"Germany","Game-Show",5
"Germany","History",4
"Germany","Horror",31
"Germany","Music",2
"Germany","Mystery",51
"Germany","Reality-TV",7
"Germany","Romance",72
"Germany","Sci-Fi",29
"Germany","Sport",11
"Germany","Talk-Show",10
"Germany","Thriller",77
"Germany","War",2
"Germany","Western",4
"Germany","\N",8
"Greece","Action",187
"Greece","Adult",2
"Greece","Adventure",128
"Greece","Animation",48
"Greece","Biography",6
"Greece","Comedy",164
"Greece","Crime",136
"Greece","Documentary",25
"Greece","Drama",330
"Greece","Family",24
"Greece","Fantasy",44
"Greece","Game-Show",6
"Greece","History",7
"Greece","Horror",21
"Greece","Music",3
"Greece","Musical",1
"Greece","Mystery",52
"Greece","Reality-TV",7
"Greece","Romance",89
"Greece","Sci-Fi",37
"Greece","Sport",9
"Greece","Talk-Show",9
"Greece","Thriller",54
"Greece","War",7
"Greece","Western",7
"Greece","\N",4
"Guadeloupe","Action",217
"Guadeloupe","Adult",2
"Guadeloupe","Adventure",108
"Guadeloupe","Animation",42
"Guadeloupe","Biography",3
"Guadeloupe","Comedy",156
"Guadeloupe","Crime",145
"Guadeloupe","Documentary",20
"Guadeloupe","Drama",339
"Guadeloupe","Family",19
"Guadeloupe","Fantasy",46
"Guadeloupe","Game-Show",5
"Guadeloupe","History",2
"Guadeloupe","Horror",28
"Guadeloupe","Music",32
"Guadeloupe","Mystery",38
"Guadeloupe","Reality-TV",7
"Guadeloupe","Romance",74
"Guadeloupe","Sci-Fi",30
"Guadeloupe","Sport",6
"Guadeloupe","Talk-Show",5
"Guadeloupe","Thriller",67
"Guadeloupe","War",1
"Guadeloupe","Western",5
"Guadeloupe","\N",4
"Guatemala","Action",119
"Guatemala","Adult",2
"Guatemala","Adventure",105
"Guatemala","Animation",59
"Guatemala","Biography",2
"Guatemala","Comedy",202
"Guatemala","Crime",93
"Guatemala","Documentary",20
"Guatemala","Drama",295
"Guatemala","Family",18
"Guatemala","Fantasy",19
"Guatemala","Horror",21
"Guatemala","Music",34
"Guatemala","Musical",2
"Guatemala","Mystery",38
"Guatemala","Reality-TV",2
"Guatemala","Romance",114
"Guatemala","Sci-Fi",19
"Guatemala","Sport",6
"Guatemala","Talk-Show",6
"Guatemala","Thriller",60
"Guatemala","War",2
"Guatemala","Western",5
"Guatemala","\N",5
"Honduras","Action",128
"Honduras","Adult",4
"Honduras","Adventure",91
"Honduras","Animation",43
"Honduras","Biography",1
"Honduras","Comedy",190
"Honduras","Crime",105
"Honduras","Documentary",21
"Honduras","Drama",306
"Honduras","Family",18
"Honduras","Fantasy",20
"Honduras","Horror",22
"Honduras","Music",34
"Honduras","Musical",2
"Honduras","Mystery",39
"Honduras","Reality-TV",3
"Honduras","Romance",120
"Honduras","Sci-Fi",18
"Honduras","Sport",7
"Honduras","Talk-Show",5
"Honduras","Thriller",66
"Honduras","War",2
"Honduras","Western",7
"Honduras","\N",6
"Hong Kong","Action",233
"Hong Kong","Adult",3
"Hong Kong","Adventure",123
"Hong Kong","Animation",28
"Hong Kong","Biography",15
"Hong Kong","Comedy",151
"Hong Kong","Crime",113
"Hong Kong","Documentary",20
"Hong Kong","Drama",326
"Hong Kong","Family",7
"Hong Kong","Fantasy",42
"Hong Kong","Game-Show",5
"Hong Kong","History",6
"Hong Kong","Horror",34
"Hong Kong","Music",3
"Hong Kong","Mystery",75
"Hong Kong","Reality-TV",8
"Hong Kong","Romance",114
"Hong Kong","Sci-Fi",71
"Hong Kong","Sport",11
"Hong Kong","Talk-Show",7
"Hong Kong","Thriller",70
"Hong Kong","War",5
"Hong Kong","\N",2
"Hungary","Action",187
"Hungary","Adult",3
"Hungary","Adventure",126
"Hungary","Animation",64
"Hungary","Biography",5
"Hungary","Comedy",194
"Hungary","Crime",154
"Hungary","Documentary",30
"Hungary","Drama",313
"Hungary","Family",33
"Hungary","Fantasy",42
"Hungary","Game-Show",7
"Hungary","History",3
"Hungary","Horror",23
"Hungary","Music",7
"Hungary","Mystery",50
"Hungary","Reality-TV",7
"Hungary","Romance",89
"Hungary","Sci-Fi",17
"Hungary","Sport",10
"Hungary","Talk-Show",14
"Hungary","Thriller",65
"Hungary","War",3
"Hungary","Western",4
"Hungary","\N",4
"Iceland","Action",176
"Iceland","Adult",2
"Iceland","Adventure",129
"Iceland","Animation",49
"Iceland","Biography",16
"Iceland","Comedy",191
"Iceland","Crime",131
"Iceland","Documentary",42
"Iceland","Drama",281
"Iceland","Family",23
"Iceland","Fantasy",25
"Iceland","Game-Show",11
"Iceland","History",7
"Iceland","Horror",23
"Iceland","Music",7
"Iceland","Mystery",50
"Iceland","Reality-TV",29
"Iceland","Romance",77
"Iceland","Sci-Fi",38
"Iceland","Sport",10
"Iceland","Talk-Show",8
"Iceland","Thriller",58
"Iceland","War",6
"Iceland","Western",3
"Iceland","\N",5
"India","Action",256
"India","Adult",2
"India","Adventure",73
"India","Animation",10
"India","Biography",1
"India","Comedy",197
"India","Crime",216
"India","Documentary",15
"India","Drama",382
"India","Family",13
"India","Fantasy",44
"India","Game-Show",6
"India","Horror",23
"India","Music",1
"India","Musical",2
"India","Mystery",76
"India","Reality-TV",4
"India","Romance",88
"India","Sci-Fi",16
"India","Sport",3
"India","Talk-Show",7
"India","Thriller",72
"India","War",1
"Indonesia","Action",215
"Indonesia","Adult",2
"Indonesia","Adventure",90
"Indonesia","Animation",16
"Indonesia","Biography",11
"Indonesia","Comedy",179
"Indonesia","Crime",145
"Indonesia","Documentary",19
"Indonesia","Drama",311
"Indonesia","Family",20
"Indonesia","Fantasy",37
"Indonesia","History",9
"Indonesia","Horror",37
"Indonesia","Music",3
"Indonesia","Mystery",74
"Indonesia","Reality-TV",6
"Indonesia","Romance",107
"Indonesia","Sci-Fi",43
"Indonesia","Sport",6
"Indonesia","Talk-Show",5
"Indonesia","Thriller",79
"Indonesia","War",3
"Ireland","Action",142
"Ireland","Adult",4
"Ireland","Adventure",132
"Ireland","Animation",63
"Ireland","Biography",26
"Ireland","Comedy",213
"Ireland","Crime",123
"Ireland","Documentary",34
"Ireland","Drama",291
"Ireland","Family",27
"Ireland","Fantasy",18
"Ireland","Game-Show",4
"Ireland","History",9
"Ireland","Horror",20
"Ireland","Music",4
"Ireland","Musical",2
"Ireland","Mystery",36
"Ireland","Reality-TV",17
"Ireland","Romance",90
"Ireland","Sci-Fi",30
"Ireland","Sport",12
"Ireland","Talk-Show",8
"Ireland","Thriller",53
"Ireland","War",7
"Ireland","Western",4
"Ireland","\N",2
"Israel","Action",187
"Israel","Adult",4
"Israel","Adventure",117
"Israel","Animation",50
"Israel","Biography",5
"Israel","Comedy",178
"Israel","Crime",125
"Israel","Documentary",36
"Israel","Drama",330
"Israel","Family",20
"Israel","Fantasy",18
"Israel","Game-Show",11
"Israel","History",5
"Israel","Horror",12
"Israel","Music",5
"Israel","Musical",1
"Israel","Mystery",35
"Israel","Reality-TV",16
"Israel","Romance",87
"Israel","Sci-Fi",41
"Israel","Sport",13
"Israel","Talk-Show",9
"Israel","Thriller",73
"Israel","War",5
"Israel","Western",4
"Israel","\N",5
"Italy","Action",171
"Italy","Adult",2
"Italy","Adventure",89
"Italy","Animation",24
"Italy","Biography",10
"Italy","Comedy",179
"Italy","Crime",152
"Italy","Documentary",25
"Italy","Drama",364
"Italy","Family",19
"Italy","Fantasy",37
"Italy","Game-Show",5
"Italy","History",2
"Italy","Horror",28
"Italy","Music",9
"Italy","Musical",1
"Italy","Mystery",69
"Italy","Reality-TV",7
"Italy","Romance",94
"Italy","Sci-Fi",38
"Italy","Sport",13
"Italy","Talk-Show",11
"Italy","Thriller",59
"Italy","War",3
"Italy","Western",4
"Italy","\N",5
"Jamaica","Action",227
"Jamaica","Adult",5
"Jamaica","Adventure",123
"Jamaica","Animation",74
"Jamaica","Biography",5
"Jamaica","Comedy",173
"Jamaica","Crime",145
"Jamaica","Documentary",18
"Jamaica","Drama",304
"Jamaica","Family",37
"Jamaica","Fantasy",40
"Jamaica","Game-Show",4
"Jamaica","History",2
"Jamaica","Horror",27
"Jamaica","Music",6
"Jamaica","Mystery",33
"Jamaica","Reality-TV",6
"Jamaica","Romance",81
"Jamaica","Sci-Fi",25
"Jamaica","Sport",8
"Jamaica","Talk-Show",6
"Jamaica","Thriller",91
"Jamaica","War",2
"Jamaica","Western",6
"Jamaica","\N",1
"Japan","Action",230
"Japan","Adult",1
"Japan","Adventure",158
"Japan","Animation",92
"Japan","Biography",6
"Japan","Comedy",170
"Japan","Crime",88
"Japan","Documentary",14
"Japan","Drama",284
"Japan","Family",16
"Japan","Fantasy",29
"Japan","History",6
"Japan","Horror",28
"Japan","Music",5
"Japan","Musical",1
"Japan","Mystery",41
"Japan","Romance",170
"Japan","Sci-Fi",33
"Japan","Sport",4
"Japan","Talk-Show",1
"Japan","Thriller",61
"Japan","War",3
"Jordan","Action",194
"Jordan","Adult",5
"Jordan","Adventure",99
"Jordan","Animation",29
"Jordan","Biography",13
"Jordan","Comedy",154
"Jordan","Crime",124
"Jordan","Documentary",21
"Jordan","Drama",369
"Jordan","Family",16
"Jordan","Fantasy",32
"Jordan","Game-Show",5
"Jordan","History",4
"Jordan","Horror",26
"Jordan","Music",4
"Jordan","Musical",1
"Jordan","Mystery",37
"Jordan","Reality-TV",7
"Jordan","Romance",156
"Jordan","Sci-Fi",31
"Jordan","Sport",5
"Jordan","Talk-Show",9
"Jordan","Thriller",69
"Jordan","War",3
"Jordan","Western",3
"Jordan","\N",3
"Kenya","Action",196
"Kenya","Adult",5
"Kenya","Adventure",90
"Kenya","Animation",21
"Kenya","Biography",10
"Kenya","Comedy",181
"Kenya","Crime",139
"Kenya","Documentary",27
"Kenya","Drama",330
"Kenya","Family",18
"Kenya","Fantasy",33
"Kenya","Game-Show",11
"Kenya","History",5
"Kenya","Horror",18
"Kenya","Music",6
"Kenya","Musical",1
"Kenya","Mystery",52
"Kenya","Reality-TV",18
"Kenya","Romance",104
"Kenya","Sci-Fi",39
"Kenya","Sport",8
"Kenya","Talk-Show",8
"Kenya","Thriller",76
"Kenya","War",1
"Kenya","Western",2
"Kenya","\N",2
"Kuwait","Action",212
"Kuwait","Adult",4
"Kuwait","Adventure",132
"Kuwait","Animation",53
"Kuwait","Biography",9
"Kuwait","Comedy",165
"Kuwait","Crime",123
"Kuwait","Documentary",18
"Kuwait","Drama",310
"Kuwait","Family",31
"Kuwait","Fantasy",41
"Kuwait","Game-Show",8
"Kuwait","History",4
"Kuwait","Horror",34
"Kuwait","Music",3
"Kuwait","Musical",1
"Kuwait","Mystery",48
"Kuwait","Reality-TV",10
"Kuwait","Romance",73
"Kuwait","Sci-Fi",31
"Kuwait","Sport",4
"Kuwait","Talk-Show",10
"Kuwait","Thriller",85
"Kuwait","War",3
"Kuwait","Western",3
"Kuwait","\N",3
"Latvia","Action",168
"Latvia","Adult",2
"Latvia","Adventure",146
"Latvia","Animation",80
"Latvia","Biography",6
"Latvia","Comedy",233
"Latvia","Crime",107
"Latvia","Documentary",21
"Latvia","Drama",278
"Latvia","Family",21
"Latvia","Fantasy",28
"Latvia","Game-Show",8
"Latvia","History",2
"Latvia","Horror",24
"Latvia","Music",3
"Latvia","Mystery",59
"Latvia","Reality-TV",11
"Latvia","Romance",90
"Latvia","Sci-Fi",45
"Latvia","Sport",10
"Latvia","Talk-Show",9
"Latvia","Thriller",50
"Latvia","War",3
"Latvia","Western",3
"Latvia","\N",6
"Lebanon","Action",193
"Lebanon","Adult",5
"Lebanon","Adventure",108
"Lebanon","Animation",23
"Lebanon","Biography",12
"Lebanon","Comedy",179
"Lebanon","Crime",136
"Lebanon","Documentary",22
"Lebanon","Drama",364
